Disaster Nbr,Disaster Type,Disaster Name,State,Service Office,Declaration Dt,Declaration FY,Deadline Dt,Rec Created Dt,Declaration Type Cd
663701,1,AG/DROUGHT,WY,9040,7/28/88,1988,3/28/89,8/17/88 0:00,S
663801,1,AG/DROUGHT,DE,9020,7/29/88,1988,3/29/89,8/17/88 0:00,S
663901,1,AG/DROUGHT,SD,9040,7/29/88,1988,3/29/89,8/17/88 0:00,S
664000,0,DOWNEY FIRE,CA,9040,8/15/88,1988,5/15/89,8/17/88 0:00,A
664101,1,AG/DROUGHT,MD,9020,8/5/88,1988,4/5/89,8/17/88 0:00,S
664201,1,AG/DROUGHT,VA,9020,8/5/88,1988,4/5/89,8/17/88 0:00,S
664301,1,AG/DROUGHT,IA,9030,8/10/88,1988,4/10/89,8/17/88 0:00,S
664400,0,MT. VERNON FIRE,NY,9010,8/15/88,1988,5/15/89,8/17/88 0:00,A
664501,1,AG/DROUGHT,NJ,9010,8/12/88,1988,4/12/89,8/17/88 0:00,S
664601,1,AG/DROUGHT,ND,9040,8/12/88,1988,4/12/89,8/17/88 0:00,S
664701,1,AG/DROUGHT,PA,9020,8/12/88,1988,4/12/89,8/17/88 0:00,S
664801,1," ROME, NY FIRE",NY,9010,8/19/88,1988,5/19/89,8/29/88 0:00,A
664901,1,AG/DROUGHT,IL,9020,8/17/88,1988,4/17/89,8/29/88 0:00,S
665000,0,PERKASIE FIRE,PA,9020,8/24/88,1988,5/24/89,11/20/89 0:00,A
665101,1,AG/DROUGHT,MI,9020,8/19/88,1988,4/19/89,8/29/88 0:00,S
665201,1,AG/DROUGHT,MN,9020,8/19/88,1988,4/19/89,8/29/88 0:00,S
665301,1,AG/DROUGHT,TN,9020,8/22/88,1988,4/24/89,8/29/88 0:00,S
665401,1,AG/DROUGHT,KY,9020,8/24/88,1988,4/24/89,8/29/88 0:00,S
665500,0,SOUTH DAKOTA FOREST FIRES,SD,9040,9/13/88,1988,6/13/89,9/14/88 0:00,A
665601,1,AG/DROUGHT,MT,9040,9/13/88,1988,5/15/89,11/14/88 0:00,S
665701,1,AG/DROUGHT,MS,9020,9/13/88,1988,5/15/89,9/27/88 0:00,S
665801,1,AG/DROUGHT,LA,9030,9/13/88,1988,5/15/89,9/27/88 0:00,S
665900,0,ITASCA COUNTY STORMS,MN,9020,9/21/88,1988,6/21/89,9/28/88 0:00,A
666000,0,HURRICANE FLORENCE,FL,9020,9/22/88,1988,6/22/89,9/28/88 0:00,A
666101,1,AG/DROUGHT,FL,9020,9/20/88,1988,5/22/89,9/27/88 0:00,S
666200,0,WILDWOOD FIRE,NJ,9010,9/23/88,1988,6/23/89,9/28/88 0:00,A
666301,1,AG/NY STORMS & RAIN,NY,9010,9/16/88,1988,4/16/89,9/28/88 0:00,S
666400,0,CA FOREST FIRES,CA,9040,9/29/88,1988,6/29/89,10/7/88 0:00,P
666500,0,WY FOREST FIRES,WY,9040,10/6/88,1988,7/6/89,10/7/88 0:00,A
666601,1,AG/DROUGHT,VA,9020,10/4/88,1988,6/5/89,10/7/88 0:00,S
666700,0,HURRICANE GILBERT,TX,9030,10/5/88,1988,7/5/89,10/19/88 0:00,P
666801,1,AG/DROUGHT,UT,9040,10/11/88,1988,6/12/89,10/19/88 0:00,S
666901,1,AG/DROUGHT,ID,9040,10/11/88,1988,6/12/89,10/19/88 0:00,S
667000,0,FIRES,MT,9040,10/19/88,1988,7/20/89,11/4/88 0:00,A
667101,1,NY/WIND STORM,NY,9010,10/18/88,1988,6/19/89,11/4/88 0:00,S
667200,0,ARKANSAS TORNADOES,AR,9030,11/23/88,1988,8/23/89,12/9/88 0:00,P
667300,0," ALTUS, OK FIRE",OK,9030,11/30/88,1988,8/30/89,12/9/88 0:00,A
667400,0," CONTIGUOUS TO ALTUS, OK FIRE",TX,9030,11/30/88,1988,8/30/89,12/9/88 0:00,A
667500,0,MO TORNADOES,MO,9030,11/30/88,1988,8/30/89,12/9/88 0:00,A
667600,0,CONTIGUOUS TO MO TORNADOES,IL,9020,11/30/88,1988,8/30/89,12/9/88 0:00,A
667700,0,NC TORNADOES,NC,9020,12/2/88,1988,9/5/89,12/9/88 0:00,P
667800,0,CONTIGUOUS TO AR TORNADOES,LA,9030,12/2/88,1988,8/23/89,12/9/88 0:00,A
667900,0,CONTIGUOUS TO AR TORNADOES,MS,9020,12/2/88,1988,8/23/89,12/9/88 0:00,A
668000,0,CONTIGUOUS TO AR TORNADOES,MO,9030,12/2/88,1988,8/23/89,12/9/88 0:00,A
668100,0,CONTIGUOUS TO NC TORNADOES,VA,9020,12/2/88,1988,9/5/89,12/9/88 0:00,A
668200,0,PA #2317,NJ,9010,12/22/88,1988,5/24/89,3/29/89 0:00,A
668300,0,CA #2320,NV,9040,12/22/88,1988,6/29/89,3/29/89 0:00,A
668400,0,MORRISTOWN FIRE,PA,9020,12/22/88,1988,9/22/89,1/12/89 0:00,A
668501,1,AG/STORMS,NY,9010,12/14/88,1988,8/14/89,1/12/89 0:00,S
668601,1,AG/STORMS,SC,9020,12/20/88,1988,8/21/89,1/12/89 0:00,S
668701,1,AG/DROUGHT,OR,9040,12/22/88,1988,8/22/89,1/12/89 0:00,S
668800,0,BARRY CTY TORNADOES,MO,9030,1/4/89,1989,10/4/89,1/12/89 0:00,A
668900,0,BARRY CTY TORNADOES,AR,9030,1/4/89,1989,10/4/89,1/12/89 0:00,A
669001,1,AG/DROUGHT,FL,9020,12/29/88,1988,8/29/89,1/12/89 0:00,S
669101,1,AG/FLOODING,FL,9020,12/29/88,1988,8/29/89,1/12/89 0:00,S
669201,1,AG/DROUGHT,TX,9030,12/29/88,1988,8/29/89,2/22/89 0:00,S
669300,0,NY 7B2D #6612,CT,9010,1/18/89,1989,5/31/89,3/28/89 0:00,A
669400,0,NY 7B2D #6612,NJ,9010,1/18/89,1989,5/31/89,3/28/89 0:00,A
669500,0,IL 7B2D #6627,IN,9020,1/18/89,1989,5/31/89,3/28/89 0:00,A
669600,0,NY 7B2D #6644,CT,9010,1/18/89,1989,5/31/89,3/28/89 0:00,A
669700,0,NY 7B2D #6644,NJ,9010,1/18/89,1989,5/31/89,3/28/89 0:00,A
669800,0,SD 7B2D #6655,NE,9030,1/18/89,1989,6/13/89,3/28/89 0:00,A
670000,0,WY 7B2D #6665,ID,9040,1/18/89,1989,7/6/89,3/29/89 0:00,A
670100,0,MT 7B2D #6670,WY,9040,1/18/89,1989,7/20/89,3/29/89 0:00,A
670200,0,MT 7B2D #6670,ID,9040,1/18/89,1989,7/20/89,3/29/89 0:00,A
670301,1,NY STORMS/6685,NJ,9010,12/14/88,1988,8/14/89,2/22/89 0:00,S
670401,1,NY STORMS/6685,PA,9020,12/14/88,1988,8/14/89,2/22/89 0:00,S
670501,1,SC STORMS/6686,NC,9020,12/20/88,1988,8/21/89,2/22/89 0:00,S
670601,1,OREGON DROUGHT/6687,NV,9040,12/22/88,1988,8/22/89,2/22/89 0:00,S
670701,1,TX DROUGHT/6692,AR,9030,12/29/88,1988,8/29/89,2/22/89 0:00,S
670801,1,TX DROUGHT/6692,OK,9030,12/29/88,1988,8/29/89,2/22/89 0:00,S
670900,0,ILLINOIS TORNADOES,IL,9020,1/13/89,1989,10/13/89,2/7/89 0:00,P
671000,0,IL TORNADOES (2329),IN,9020,1/18/89,1989,10/13/89,2/7/89 0:00,A
671100,0,LA COUNTY FIRES,CA,9040,1/26/89,1989,10/26/89,2/7/89 0:00,A
671201,1,AG/DROUGHT,GA,9020,1/23/89,1989,9/25/89,2/22/89 0:00,S
671301,1,GA/DROUGHT/6712,FL,9020,1/23/89,1989,9/25/89,2/22/89 0:00,S
671401,1,GA/DROUGHT/6712,NC,9020,1/23/89,1989,9/25/89,2/22/89 0:00,S
671501,1,GA/DROUGHT/6712,SC,9020,1/23/89,1989,9/25/89,2/22/89 0:00,S
671600,0,UTAH DAM BREAK,UT,9040,2/3/89,1989,11/3/89,2/15/89 0:00,A
671700,0,UTAH DAM/2331,AZ,9040,2/3/89,1989,11/3/89,2/22/89 0:00,A
671800,0,UTAH DAM/2331,NV,9040,2/3/89,1989,11/3/89,2/22/89 0:00,A
671901,1,AG/DROUGHT,OR,9040,1/25/89,1989,9/25/89,2/22/89 0:00,S
672000,0,BRIDGE CLOSING,FL,9020,2/3/89,1989,11/3/89,3/6/89 0:00,A
672100,0,FL BRIDGE CLOSING/6720,AL,9020,2/3/89,1989,11/3/89,3/6/89 0:00,A
672200,0,YONKERS FIRE,NY,9010,2/22/89,1989,11/22/89,3/6/89 0:00,A
672300,0,YONKERS FIRE/2334,CT,9010,2/22/89,1989,11/22/89,3/6/89 0:00,A
672400,0,FLOODING,TN,9020,2/23/89,1989,11/24/89,3/6/89 0:00,A
672500,0,TN FLOODING,TN,9020,2/23/89,1989,11/24/89,3/6/89 0:00,A
672600,0,TN FLOODING/2337,KY,9020,2/23/89,1989,11/24/89,3/6/89 0:00,A
672700,0,YONKERS FIRE/2334,NJ,9010,2/22/89,1989,11/22/89,3/6/89 0:00,A
672800,0,PHOENIXVILLE FIRE,PA,9020,3/1/89,1989,12/1/89,3/6/89 0:00,A
672900,0,PHOENIXVILLE FIRE,MD,9020,3/1/89,1989,12/1/89,3/6/89 0:00,A
673000,0,PHOENIXVILLE FIRE/2340,DE,9020,3/1/89,1989,12/1/89,3/6/89 0:00,A
673100,0,KY FLOODING,KY,9020,2/24/89,1989,11/24/89,3/6/89 0:00,P
673200,0,KY FLOODING/2343,IN,9020,2/24/89,1989,11/24/89,3/6/89 0:00,A
673300,0,KY FLOODING/2343,OH,9020,2/24/89,1989,11/24/89,3/6/89 0:00,A
673401,1,AG/DROUGHT,NV,9040,2/22/89,1989,10/23/89,3/28/89 0:00,S
673501,1,NEVADA DROUGHT #6734,CA,9040,2/22/89,1989,10/23/89,3/28/89 0:00,S
673600,0,CITY OF HAVERHILL FIRE,MA,9010,3/8/89,1989,12/8/89,3/28/89 0:00,A
673700,0,CITY OF HAVERHILL FIRE #2344,NH,9010,3/8/89,1989,12/8/89,3/28/89 0:00,A
673801,1,AG/DROUGHT,AR,9030,3/3/89,1989,11/3/89,3/28/89 0:00,S
673901,1,ARKANSAS DROUGHT #6738,OK,9030,3/3/89,1989,11/3/89,3/28/89 0:00,S
674001,1,AG/DROUGHT,NY,9010,3/7/89,1989,11/7/89,3/28/89 0:00,S
674101,1,KY FLOODING #2343,WV,9020,3/15/89,1989,11/24/89,3/28/89 0:00,A
674201,1,KY FLOODING #2343,VA,9020,3/15/89,1989,11/24/89,3/28/89 0:00,A
674301,1,TX DROUGHT #6692,NM,9030,3/13/89,1989,11/13/89,3/28/89 0:00,S
674400,0,KY FLOODING #2343,IL,9020,3/22/89,1989,11/24/89,3/28/89 0:00,A
674500,0,KY FLOODING #2343,MO,9030,3/22/89,1989,11/24/89,3/28/89 0:00,A
674600,0,KY FLOODING #2343,TN,9020,3/22/89,1989,11/24/89,3/28/89 0:00,A
674700,0," WYOMING FOREST FIRES, #6665",NE,9030,4/7/89,1989,7/6/89,5/8/89 0:00,A
674800,0," WYOMING FOREST FIRES, #6665",CO,9040,4/7/89,1989,7/6/89,5/8/89 0:00,A
674900,0,ALASKA OIL SPILL,AK,9040,4/10/89,1989,1/10/90,5/8/89 0:00,A
675000,0,GIBSON COUNTY TORNADOES,IN,9020,4/12/89,1989,1/12/90,5/8/89 0:00,A
675100,0," GIBSON COUNTY TORNADOES, INDIANA",IL,9020,4/12/89,1989,1/12/90,1/28/91 0:00,A
675200,0,TX THUNDERSTORMS & FLOODING,TX,9030,4/23/89,1989,1/24/90,5/9/89 0:00,P
675300,0," TX THUNDERSTORMS & FLOODING,",AR,9030,4/26/89,1989,1/24/90,5/9/89 0:00,A
675400,0," TX THUNDERSTORMS & FLOODING,",LA,9030,4/26/89,1989,1/24/90,5/9/89 0:00,A
675501,1,AG\FREEZE & COASTAL STORM,CA,9040,4/28/89,1989,12/28/89,5/9/89 0:00,S
675600,0,MN FLOODING,MN,9020,5/10/89,1989,2/9/90,6/2/89 0:00,P
675700,0,ND FLOODING,ND,9040,5/10/89,1989,2/9/90,6/2/89 0:00,P
675800,0," ND FLOODING, #2350",SD,9040,5/10/89,1989,2/9/90,6/8/89 0:00,A
675900,0,FALLS CITY FIRE,NE,9030,5/17/89,1989,2/20/90,6/8/89 0:00,A
676000,0," FALLS CITY, NE FIRE, #6759",KS,9030,5/17/89,1989,2/20/90,6/8/89 0:00,A
676100,0," FALLS CITY, NE FIRE, #6759",MO,9030,5/17/89,1989,2/20/90,6/8/89 0:00,A
676200,0,NC FLOODING,NC,9020,5/17/89,1989,2/20/90,6/8/89 0:00,P
676300,0," NC TORNADOES,#2351",SC,9020,5/22/89,1989,2/20/90,6/8/89 0:00,A
676400,0," NC TORNADOES,#2351",VA,9020,5/22/89,1989,2/20/90,6/8/89 0:00,A
676500,0,SC TORNADOES,SC,9020,5/23/89,1989,2/23/90,6/8/89 0:00,A
676600,0,TX TORNADOES,TX,9030,5/19/89,1989,2/20/90,6/8/89 0:00,P
676700,0,LA FLOODING,LA,9030,5/20/89,1989,2/20/90,6/8/89 0:00,P
676800,0," TX TORNADOES, #2353",OK,9030,5/26/89,1989,2/20/90,6/8/89 0:00,A
676900,0,LA FLOODING,AR,9030,6/1/89,1989,2/20/90,6/8/89 0:00,A
677000,0,MICHIGAN FLOODING,MI,9020,6/15/89,1989,3/15/90,6/22/89 0:00,A
677100,0,CONTIGUOUS TO MI #2355,IN,9020,6/15/89,1989,3/15/90,6/22/89 0:00,A
677200,0,OHIO FLOODING,OH,9020,6/10/89,1989,3/12/90,6/22/89 0:00,P
677300,0," OHIO FLOODING, #2357",IN,9020,6/10/89,1989,3/12/90,6/22/89 0:00,A
677400,0,ALASKA FLOODING,AK,9040,6/10/89,1989,3/12/90,6/22/89 0:00,P
677500,0," LOUISIANA FLOODING, #2354",MS,9020,6/13/89,1989,2/20/90,6/22/89 0:00,A
677601,1,AG/FLORIDA FREEZE,FL,9020,6/13/89,1989,2/13/90,6/22/89 0:00,S
677700,0,LA TORNADOES,LA,9030,6/16/89,1989,3/16/90,6/22/89 0:00,P
677800,0," LA TORNADOES, #2359",MS,9020,6/19/89,1989,3/16/90,6/22/89 0:00,A
677900,0," LA TORNADOES, #2359",TX,9030,6/19/89,1989,3/16/90,6/22/89 0:00,A
678000,0,TN FLOODING,TN,9020,6/30/89,1989,3/30/90,7/25/89 0:00,A
678100,0,KY FLOODING,KY,9020,6/30/89,1989,3/30/90,7/25/89 0:00,P
678200,0," KY FLOODING, #2361",TN,9020,7/7/89,1989,3/30/90,7/25/89 0:00,A
678300,0,LAKE COUNTY FLOODING,IN,9020,7/13/89,1989,4/13/90,7/25/89 0:00,A
678400,0," LAKE COUNTY, IN FLOODING, #23",IL,9020,7/13/89,1989,4/13/90,7/25/89 0:00,A
678500,0,NEW CASTLE COUNTY FLOODING,DE,9020,7/20/89,1989,4/20/90,8/8/89 0:00,A
678600,0," DELAWARE FLOODING, #2364",NJ,9010,7/20/89,1989,4/20/90,8/8/89 0:00,A
678700,0," DELAWARE FLOODING, #2364",PA,9020,7/20/89,1989,4/20/90,8/8/89 0:00,A
678800,0," DELAWARE FLOODING, #2364",MD,9020,7/20/89,1989,4/20/90,8/8/89 0:00,A
678900,0,TROPICAL STORM ALLISON,LA,9030,7/18/89,1989,4/18/90,8/8/89 0:00,P
679000,0," ALLISON, LA #2368",TX,9030,7/20/89,1989,4/18/90,8/8/89 0:00,A
679100,0," KY FLOODING, #2361",WV,9020,7/24/89,1989,3/30/90,8/8/89 0:00,A
679200,0," KY FLOODING, #2361",VA,9020,7/24/89,1989,3/30/90,8/8/89 0:00,A
679400,0,SCHOHARIE TORNADOES,NY,9010,7/21/89,1989,4/23/90,9/6/89 0:00,A
679500,0,TROPICAL STORM ALLISON,TX,9030,7/18/89,1989,4/18/90,3/16/90 0:00,P
679600,0,CT TORNADOES,CT,9010,7/18/89,1989,4/18/90,8/8/89 0:00,P
679700,0," CT TORNADOES, #2371",MA,9010,7/21/89,1989,4/18/90,8/8/89 0:00,A
679800,0," CT TORNADOES, #2371",NY,9010,7/21/89,1989,4/18/90,8/8/89 0:00,A
679900,0," ALLISON, LA #2368",AR,9030,7/25/89,1989,4/18/90,8/8/89 0:00,A
680001,1,OH RAINFALL,OH,9020,7/20/89,1989,3/20/90,8/8/89 0:00,S
680101,1," OH RAINFALL, #6800",IN,9020,7/20/89,1989,3/20/90,8/8/89 0:00,S
680201,1," OH RAINFALL, #6800",KY,9020,7/20/89,1989,3/20/90,8/8/89 0:00,S
680301,1," OH RAINFALL, #6800",MI,9020,7/20/89,1989,3/20/90,8/8/89 0:00,S
680401,1," OH RAINFALL, #6800",PA,9020,7/20/89,1989,3/20/90,8/8/89 0:00,S
680501,1," OH RAINFALL, #6800",WV,9020,7/20/89,1989,3/20/90,8/8/89 0:00,S
680600,0,CO WILDFIRES,CO,9040,7/28/89,1989,4/30/90,8/8/89 0:00,A
680701,1,AG/DROUGHT,VT,9010,7/19/89,1989,3/19/90,10/5/89 0:00,S
680800,0,WASH/AK OIL SPILL,WA,9040,8/2/89,1989,5/2/90,5/17/90 0:00,A
680901,1,AG/DROUGHT/FREEZE,CO,9040,7/21/89,1989,3/21/90,10/5/89 0:00,S
681001,1,CO/DROUGHT/FREEZE,KS,9040,7/21/89,1989,3/21/90,10/5/89 0:00,S
681101,1,CO/DROUGHT/FREEZE,NM,9030,7/21/89,1989,3/21/90,10/5/89 0:00,S
681201,1,CO/DROUGHT/FREEZE,OK,9030,7/21/89,1989,3/21/90,10/5/89 0:00,S
681301,1,CO/DROUGHT/FREEZE,UT,9040,7/21/89,1989,3/21/90,10/5/89 0:00,S
681400,0,ARK FLOODING,AR,9030,8/4/89,1989,5/4/90,10/5/89 0:00,A
681500,0,NJ FLOODING,NJ,9010,8/8/89,1989,5/8/90,8/31/89 0:00,A
681600,0,NJ FLOODING #2373,PA,9020,8/8/89,1989,5/8/90,8/31/89 0:00,A
681701,1,MS/FREEZE,MS,9020,7/26/89,1989,3/26/90,10/5/89 0:00,S
681801,1,MS/FREEZE,AL,9020,7/26/89,1989,3/26/90,10/5/89 0:00,S
681901,1,MS/FREEZE,AR,9030,7/26/89,1989,3/26/90,10/5/89 0:00,S
682001,1,MS/FREEZE,LA,9030,7/26/89,1989,3/26/90,10/5/89 0:00,S
682101,1,MS/FREEZE,TN,9030,7/26/89,1989,3/26/90,10/5/89 0:00,S
682201,1,AL/FREEZE,AL,9020,7/31/89,1989,3/31/90,10/5/89 0:00,S
682301,1,AL/FREEZE,TN,9020,7/31/89,1989,3/31/90,10/5/89 0:00,S
682400,0,OHIO FLOODING,OH,9020,8/11/89,1989,5/11/90,9/22/89 0:00,A
682500,0,NY/FLOODING,NY,9010,8/17/89,1989,5/17/90,10/5/89 0:00,A
682601,1,CA/DROUGHT,CA,9040,8/1/89,1989,4/2/90,10/5/89 0:00,S
682701,1,CA/DROUGHT,AZ,9040,8/1/89,1989,4/2/90,10/5/89 0:00,S
682801,1,CA/DROUGHT,NV,9040,8/1/89,1989,4/2/90,10/5/89 0:00,S
682901,1,CA/DROUGHT,OR,9040,8/1/89,1989,4/2/90,10/5/89 0:00,S
683000,0,DE/FLOODING,DE,9020,8/29/89,1989,5/29/90,10/5/89 0:00,A
683100,0,DE/FLOODING,MD,9020,8/29/89,1989,5/29/90,10/5/89 0:00,A
683201,1,CO/DROUGHT/FREEZE,CO,9040,8/4/89,1989,4/4/90,1/24/90 0:00,S
683301,1,CO/DROUGHT/FREEZE,NM,9030,8/4/89,1989,4/4/90,1/24/90 0:00,S
683401,1,AG//FREEZE,CO,9040,8/10/89,1989,4/10/90,1/24/90 0:00,S
683501,1,CO//FREEZE,UT,9040,8/10/89,1989,4/10/90,1/24/90 0:00,S
683601,1,AG/COLD,MT,9040,8/14/89,1989,4/16/90,1/24/90 0:00,S
683701,1,MT/COLD,ID,9040,8/14/89,1989,4/16/90,1/24/90 0:00,S
683800,0,"Heavy Rainfall, High Winds, and Flooding",AZ,9040,9/15/89,1989,6/15/90,10/3/89 0:00,A
683900,0,"Heavy Rainfall, High Winds, and Flooding",CA,9040,9/15/89,1989,6/15/90,10/3/89 0:00,A
684000,0,IN/FLOODIONG,IN,9020,9/15/89,1989,6/15/90,10/6/89 0:00,A
684101,1,AG/RAIN,NY,9010,8/15/89,1989,4/16/90,1/24/90 0:00,S
684201,1,NY/RAIN,CT,9010,8/15/89,1989,4/16/90,1/24/90 0:00,S
684301,1,NY/RAIN,MA,9010,8/15/89,1989,4/16/90,1/24/90 0:00,S
684401,1,NY/RAIN,NJ,9010,8/15/89,1989,4/16/90,1/24/90 0:00,S
684501,1,NY/RAIN,PA,9020,8/15/89,1989,4/16/90,1/24/90 0:00,S
684601,1,LA\FREEZE,LA,9030,8/22/89,1989,4/23/90,1/24/90 0:00,S
684701,1,LA\FREEZE,AR,9030,8/22/89,1989,4/23/90,1/24/90 0:00,S
684800,0,CA/WILDFIRE,CA,9040,9/21/89,1989,6/21/90,10/6/89 0:00,A
684900,0,HURRICANE HUGO,VI,9010,9/20/89,1989,6/20/90,11/21/89 0:00,P
685000,0,HURRICANE HUGO,PR,9010,9/21/89,1989,6/21/90,10/20/89 0:00,P
685100,0,HURRICANE HUGO,SC,9020,9/22/89,1989,6/22/90,10/5/89 0:00,P
685200,0,HURRICANE HUGO,NC,9020,9/25/89,1989,6/22/90,10/5/89 0:00,A
685300,0,NC/FLOODING,NC,9020,9/26/89,1989,6/26/90,11/21/89 0:00,A
685400,0,HURRICANE HUGO,NC,9020,9/25/89,1989,6/25/90,10/6/89 0:00,P
685500,0,HURRICANE HUGO,SC,9020,9/28/89,1989,6/25/90,10/6/89 0:00,A
685601,1,AG/DROUGHT,OK,9030,9/5/89,1989,5/7/90,1/24/90 0:00,S
685701,1,AG/DROUGHT,CO,9030,9/5/89,1989,5/7/90,1/24/90 0:00,S
685801,1,AG/DROUGHT,KS,9030,9/5/89,1989,5/7/90,1/24/90 0:00,S
685901,1,AG/DROUGHT,NM,9030,9/5/89,1989,5/7/90,1/24/90 0:00,S
686001,1,AG/DROUGHT,TX,9030,9/5/89,1989,5/7/90,1/24/90 0:00,S
686101,1,FROST & FREEZING IN MICHIGAN,MI,9020,9/5/89,1989,5/7/90,4/2/90 0:00,S
686200,0,HURRICANE HUGO,VA,9020,9/28/89,1989,6/25/90,1/29/91 0:00,A
686300,0,HURRICANE HUGO,TN,9020,9/28/89,1989,6/25/90,1/29/91 0:00,A
686401,1,AG EXCESSIVE RAINFALL,FL,9020,9/13/89,1989,5/14/90,1/24/90 0:00,S
686501,1,AG EXCESSIVE RAINFALL,AL,9020,9/13/89,1989,5/14/90,1/24/90 0:00,S
686601,1,AG EXCESSIVE RAINFALL,GA,9020,9/13/89,1989,5/14/90,1/24/90 0:00,S
686700,0,SAN FRANCISCO EARTHQUAKE,CA,9040,10/23/89,1989,7/18/90,12/18/90 0:00,P
686800,0,ROAD CLOSING CAUSED BY ROCKSLIDE EI,WA,9040,10/31/89,1989,7/31/90,12/27/89 0:00,A
686900,0,KENTUCKY FLOODING,KY,9020,10/30/89,1989,7/30/90,11/22/89 0:00,P
687000,0,VIRGINIA/KENTUCKY/W.VIRGINIA 91800IN9020,VA,9020,11/8/89,1989,8/8/90,12/6/89 0:00,P
687200,0,ALASKA FLOODING,AK,9040,11/9/89,1989,8/9/90,12/5/89 0:00,A
687301,1,AG DROUGHT,NM,9030,9/25/89,1989,5/25/90,1/24/90 0:00,S
687401,1,AG DROUGHT,CO,9030,9/25/89,1989,5/25/90,1/24/90 0:00,S
687601,1,DROUGHT IN THE STATE OF NEBRASKA,NE,9030,11/30/89,1989,5/28/90,4/18/90 0:00,S
687701,1,CONTIGUOUS TO NEBRASKA DROUGHT,CO,9040,9/27/89,1989,5/28/90,4/18/90 0:00,S
687801,1,CONTIGUOUS TO NEBRASKA DROUGHT,SD,9040,9/27/89,1989,5/28/90,4/18/90 0:00,S
687901,1,CONTIGUOUS TO NEBRASKA DROUGHT,WY,9040,9/27/89,1989,5/28/90,4/18/90 0:00,S
688001,1,AG/TORRENTIAL RAINS AND FLOODING,MS,9020,10/6/89,1989,6/6/90,1/24/90 0:00,S
688101,1,AG/TORRENTIAL RAINS AND FLOODING,AL,9020,10/6/89,1989,6/6/90,1/24/90 0:00,S
688201,1,AG/TORRENTIAL RAINS AND FLOODING,AR,9020,10/6/89,1989,6/6/90,1/24/90 0:00,S
688301,1,AG/TORRENTIAL RAINS AND FLOODING,LA,9020,10/6/89,1989,6/6/90,1/24/90 0:00,S
688401,1,AG/TORRENTIAL RAINS AND FLOODING,TN,9020,10/6/89,1989,6/6/90,1/24/90 0:00,S
688500,0,HUNTSVILLE TORNADOES,AL,9020,11/17/89,1989,8/17/90,12/5/89 0:00,P
688600,0,ALABAMA TORNADOES,TN,9020,11/17/89,1989,8/17/90,12/5/89 0:00,P
688700,0,NEW ORLEANS FLOODING,LA,9030,11/22/89,1989,8/22/90,12/5/89 0:00,P
688800,0,GEORGIA TORNADOES,GA,9020,11/29/89,1989,8/29/90,12/5/89 0:00,A
688900,0,ST CLAIR FLOODS,IL,9020,11/15/89,1989,7/29/90,1/17/90 0:00,A
689000,0,ST CLAIR FLOODS,MO,9020,11/15/89,1989,7/29/90,1/17/90 0:00,A
689100,0,ALABAMA TORNADOES,GA,9020,11/17/89,1989,8/17/90,12/5/89 0:00,P
689201,1,AG RANGE FIRES,ID,9040,10/19/89,1989,6/19/90,1/24/90 0:00,S
689301,1,AG RANGE FIRES,OR,9040,10/19/89,1989,6/19/90,1/24/90 0:00,S
689401,1,"  AG HIGH WINDS, HEAVY RAINS",OR,9040,10/25/89,1989,6/25/90,1/24/90 0:00,S
689501,1,"  AG HIGH WINDS, HEAVY RAINS",CA,9040,10/25/89,1989,6/25/90,1/24/90 0:00,S
689601,1,AG DROUGHT,AZ,9040,10/30/89,1989,7/2/90,1/23/90 0:00,S
689701,1,AG DROUGHT,NM,9040,10/30/89,1989,7/2/90,1/23/90 0:00,S
689801,1,AG DROUGHT,CO,9040,10/30/89,1989,7/2/90,1/23/90 0:00,S
689901,1,AG DROUGHT,UT,9040,10/30/89,1989,7/2/90,1/23/90 0:00,S
690001,1,AG SEVERE DROUGHT,MT,9040,10/31/89,1989,7/2/90,1/23/90 0:00,S
690101,1,AG SEVERE DROUGHT,ID,9040,10/31/89,1989,7/2/90,1/23/90 0:00,S
690201,1,AG EXCESSIVE RAINFALL,NJ,9010,11/6/89,1989,7/6/90,1/23/90 0:00,S
690301,1,AG EXCESSIVE RAINFALL,DE,9020,11/6/89,1989,7/6/90,2/26/90 0:00,S
690501,1,AG EXCESSIVE RAINFALL,NY,9010,11/6/89,1989,7/6/90,1/23/90 0:00,S
690601,1,AG FREEZE,WV,9020,11/6/89,1989,7/6/90,1/23/90 0:00,S
690701,1,AG FREEZE,VA,9020,11/6/89,1989,7/6/90,1/23/90 0:00,S
690801,1,AG FREEZE,MD,9020,11/6/89,1989,7/6/90,1/23/90 0:00,S
690901,1,AG EXCESSIVE RAINFALL,VA,9020,11/6/89,1989,7/6/90,1/23/90 0:00,A
691001,1,AG EXCESSIVE RAINFALL,MD,9020,11/6/89,1989,7/6/90,1/23/90 0:00,S
691101,1,EXCESSIVE RAINFALL,MI,9020,11/6/89,1989,7/6/90,1/23/90 0:00,S
691201,1,EXCESSIVE RAINFALL,IN,9020,11/6/89,1989,7/6/90,1/23/90 0:00,S
691301,1,AG SEVEREDROUGHT,ND,9040,11/29/89,1989,7/30/90,1/23/90 0:00,S
691401,1,AG SEVEREDROUGHT,MN,9020,11/29/89,1989,7/30/90,1/23/90 0:00,S
